epoch,training_loss,validation_loss
1,0.9855604224943426,0.8517038595457018
2,0.8774243599473648,0.7694439924567755
3,0.8376703263893528,0.7576594780559188
4,0.8225805086726592,0.7410082890212171
5,0.8178331296587866,0.7393662066547417
6,0.8147237407253796,0.7394967521626525
7,0.815429414976926,0.7375223834090437
8,0.8078271604272638,0.7386246568586198
9,0.8056983811648812,0.7333458965541395
10,0.8113314351384721,0.7388736170493752
11,0.806797447010601,0.7426442869601806
12,0.8022367081304235,0.7337328736767447
13,0.8056225141515256,0.7344437808346894
14,0.8084344353888604,0.7302414720043814
15,0.8052625840730242,0.741992144862567
16,0.8033577904613625,0.7286111577156863
17,0.8065438131334901,0.7608140615597825
18,0.8096824249257566,0.7404601979840753
19,0.8093717842903037,0.7368691219873955
20,0.8066586523544131,0.7288774328729126
21,0.8048795033001838,0.7362095230927497
22,0.800949951169372,0.7346008467527986
23,0.7997325259869493,0.744298687010455
24,0.8025547572634039,0.7327732447466236
25,0.8001948613820113,0.7336160745357443
26,0.8119270573137939,0.7315716498468551
27,0.798226225720303,0.7445572907207934
28,0.7960549865181991,0.7355842773168365
29,0.8015381337150814,0.7414967161746113
30,0.8008028724062162,0.7329641708567098
31,0.8078565328452844,0.7321880244038588
