epoch,training_loss,validation_loss
1,1.064512311942934,1.0020497905696097
2,0.9955095149713551,0.920562724394301
3,0.9371567787773653,0.8574914957848063
4,0.9115484486727576,0.830485640127966
5,0.9003418452470634,0.8123798728720543
6,0.8961231921288598,0.8008203879455847
7,0.8834572290498128,0.7954474738770467
8,0.8711270647724783,0.7841963596139218
9,0.8647378695605621,0.7797481004445831
10,0.8667942969192044,0.7791195581295739
11,0.8647523090595336,0.7771111796238671
12,0.8556038785794275,0.7703474079904381
13,0.8549774109222131,0.7650046198645983
14,0.8503359251134978,0.7659492478048875
15,0.8542298019088785,0.761671457188261
16,0.8535074344457291,0.7614449961053813
17,0.8482491550795989,0.7603092061961355
18,0.8447856898382893,0.7563699063347893
19,0.8403894973239248,0.7557247719881725
20,0.8379586636237898,0.7598843534299933
21,0.8388015095956056,0.752171167932405
22,0.8382296211763317,0.7491843268915188
23,0.8376731969553028,0.749588454062222
24,0.8384546232348665,0.7501121803295393
25,0.8391922753001135,0.7490533447704433
26,0.8343521222041974,0.7477138832302913
27,0.8335885565111957,0.7474884394487721
28,0.8416749173261988,0.7492230220075033
29,0.8321493222644636,0.7515742087656735
30,0.832258975099078,0.7462301941737075
31,0.8220912047571397,0.7435005245033217
32,0.8284719353272846,0.7443432189935556
33,0.8312628169072269,0.743841318996406
34,0.8271374979357081,0.7464035881077585
35,0.8329292545168419,0.7434094683524289
36,0.8410129185736649,0.7468323488176966
37,0.8299074212084292,0.7440484195399139
38,0.8288109588810778,0.7417642115815285
39,0.8285493263265905,0.7423671644889503
40,0.8270700103028865,0.7427448944811441
41,0.8329916679327256,0.7437471780308916
42,0.8328213913859971,0.7400413225033532
43,0.8249789684463361,0.7510340213775635
44,0.8270757329745555,0.7427687319509823
45,0.8283907118744738,0.7463118898356619
46,0.8286257309550689,0.7403798622587707
47,0.8231925815734964,0.7369251039130557
48,0.8297503848714153,0.74106799203194
49,0.8250828748300006,0.7386175328237148
50,0.8292595661218398,0.73742826584658
51,0.8384926542835286,0.7384898527268252
52,0.8339261659799911,0.7374928421769406
53,0.8300911081744617,0.738515695545571
54,0.8278985902706156,0.7371575861620757
55,0.8291793892702718,0.740142447451141
56,0.8280148064996314,0.7406562427801588
57,0.8250108283022883,0.7404848015381514
58,0.8260841388402023,0.7358959591461837
59,0.8238762057046565,0.7350737211163059
60,0.8266558802033973,0.7381492480178552
61,0.8291232955111606,0.7354360233786648
62,0.8270977837989336,0.7395899880883152
63,0.8225521923988823,0.745034724291117
64,0.8234680539041054,0.7378488632798926
65,0.8301231344853799,0.7370608657415659
66,0.8255588678237334,0.7377818453531324
67,0.8260181679187484,0.738494549792237
68,0.8168933964151097,0.7383169707345085
69,0.8293704395219097,0.7381867400707642
70,0.820363739656964,0.739234194799435
71,0.8240028543109343,0.7344974041716453
72,0.82472943336632,0.7387610988382913
73,0.82571597549859,0.7394189618847853
74,0.8206931341664372,0.7360834735302837
75,0.8218391320211055,0.7367083971485769
76,0.8238427872107098,0.7360195554107245
77,0.8315076549535035,0.7343237670652706
78,0.828411505447598,0.7363583460175918
79,0.822760253753562,0.734985161412713
80,0.8412970947468374,0.7411528712401361
81,0.8232570373480088,0.7358112561922132
82,0.820621344986863,0.7427125745024418
83,0.8230923453341006,0.7364688936186714
84,0.822876233597753,0.7406211524653289
85,0.8280940354652605,0.736768375876491
86,0.8203299114397504,0.7331806706504588
87,0.8264906059099933,0.7407104471709831
88,0.8151943624176066,0.747290529722085
89,0.8264789828478195,0.7395793605435845
90,0.8233187308148762,0.7348278559790067
91,0.8218765468422197,0.734192052867515
92,0.8190328377125458,0.7340410706455722
93,0.8275792002677917,0.7494165575577437
94,0.8165898452124257,0.7348463012396924
95,0.8189678113917354,0.736426240096063
96,0.8198978858669912,0.7397666811211708
97,0.8200167242310491,0.7421393668724715
98,0.8206272627425006,0.7368822368376095
99,0.8213954046955259,0.7482829057365838
100,0.828110425569254,0.7491642094097255
