epoch,training_loss,validation_loss
1,0.9897625876536832,0.8633093753475353
2,0.8645252926456021,0.7859956596526632
3,0.8417227430919337,0.7667002707171294
4,0.8285185095519219,0.7598550604896311
5,0.8310740719942908,0.7496407741417914
6,0.8219821360793327,0.7517346268051242
7,0.8257378967102431,0.7463211874289015
8,0.8298723552170701,0.7471709478120863
9,0.8318114541959888,0.749163617385677
10,0.8196024362809389,0.755608236862838
11,0.8234098919733303,0.7527158004374592
12,0.8239761916358327,0.7516887816914751
13,0.8132860134905717,0.753971275376396
14,0.8161784745263928,0.7628938164447714
15,0.8192558241641428,0.7565921391446166
16,0.8254354649328497,0.7602119628637115
17,0.8216571785959359,0.770397807191486
18,0.8201305134089913,0.7638611457099213
19,0.8253110697263182,0.7712211601573266
20,0.814833537408999,0.7607497686257392
21,0.8133023331171572,0.7707980776125668
22,0.8164830551998509,0.7678950776351742
