epoch,training_loss,validation_loss
1,0.5331053995249564,0.4865329952800975
2,0.464160298345083,0.42240375210257136
3,0.4067350457186687,0.36245035038274875
4,0.3513638616205756,0.3088539074448978
5,0.29904700483295854,0.2538706449901356
6,0.24752935240591378,0.20694465619676253
7,0.21427407263215623,0.1779945203486611
8,0.2051025443432624,0.16376484159161062
9,0.1899702905450847,0.1535017736694392
10,0.18325156369304896,0.1457683983094552
11,0.17857267276236885,0.1402674457167878
12,0.1740806996075432,0.13643214216127114
13,0.17059996283442752,0.1307919891879839
14,0.1688655584789159,0.12922910456271733
15,0.16808667534350752,0.12706545056665644
16,0.16933798795579968,0.126775435270632
17,0.16744508461695268,0.12089137066813076
18,0.16475460519617363,0.12023744083502713
19,0.16126705717323417,0.11890064101008808
20,0.1604964902675839,0.11769971358863747
21,0.16061744515907794,0.11424057520925998
22,0.1603757914968003,0.11484675058985458
23,0.16016905883649238,0.11294172684497693
24,0.15428569274289267,0.11300914513275903
25,0.15954607941751792,0.11078243325738346
26,0.15711233650980735,0.10993927598876112
27,0.15741027487829365,0.10820063148789547
28,0.15371405745956832,0.10860330151284442
29,0.15601843987640582,0.10701261874945725
30,0.15420876842991152,0.10585940738811213
31,0.1515072232910565,0.10537368920357788
32,0.15337517874357395,0.10477781471084147
33,0.15114189577954157,0.10416878187919364
34,0.1529172932761803,0.10374187270508092
35,0.15227605548120082,0.10279402309919104
36,0.15033350634694398,0.10231594570419368
37,0.1518672405926506,0.10306608124690897
38,0.15159815984934494,0.10241449052358374
39,0.15310806620464587,0.10135116699863883
40,0.15132781243264526,0.10088485941729125
41,0.15104460408140843,0.10092736438793294
42,0.14907214418987283,0.10004133669769062
43,0.15024119105778241,0.10003585534937241
44,0.15057771865810668,0.10019564387552879
45,0.15007940796962507,0.10038602961336865
46,0.1515398724261382,0.10005003141567988
47,0.14907238877058626,0.09891185420839226
48,0.1468950415725696,0.09834364727139473
49,0.14851562772179605,0.09989655423252021
50,0.15171897767069645,0.0984467090710121
51,0.1488557185296128,0.09953768514096736
52,0.15296074430595963,0.09853828606360099
53,0.148821642150855,0.0969319023520631
54,0.1476767288338869,0.09726455596220844
55,0.14715575604211717,0.09749679830582703
56,0.1466494971946965,0.09763291147263611
57,0.14701227750395773,0.09634413315969355
58,0.1504904194956734,0.09631206217934103
59,0.14899418349926336,0.09851527321426308
60,0.1487719783662144,0.097305635592955
61,0.14807889042865663,0.09749750057783196
62,0.14793523944410167,0.09530231722575777
63,0.146786126931359,0.09633233111132594
64,0.15041913700880563,0.09833699568886967
65,0.14769303750125387,0.09593146338182337
66,0.14619558780713188,0.09566600452012876
67,0.14623710514982244,0.09532753446084612
68,0.1480742626844492,0.09563891423099181
69,0.14623077399561876,0.09493527123156716
70,0.14677866155230312,0.09527410933857455
71,0.15392228932047547,0.0969991902985117
72,0.15101648465191064,0.09474466598647482
73,0.14865897480108983,0.09503952630740754
74,0.14631756276993974,0.09560717097757494
75,0.14615864754843533,0.09430834039607469
76,0.1483186779632455,0.09762700051069259
77,0.14610297343037779,0.09397073037484113
78,0.1468454631871747,0.0941885384676211
79,0.14757532243591204,0.0945019998752019
80,0.14620284635321537,0.09661208800971507
81,0.14542504584878907,0.09369347815347069
82,0.14788299306928365,0.09716442087117363
83,0.14676021616485782,0.09452061173232162
84,0.15036646607226895,0.09911063945687869
85,0.14672376907297544,0.09541656218250008
86,0.1496002042343966,0.09391740903477458
87,0.14551795707235957,0.09381542836918551
88,0.14543952664038293,0.09363068993038991
89,0.1485659697263462,0.09646267224760617
90,0.1481247446814874,0.0935719893368728
91,0.1455729871913604,0.0948188025285216
92,0.1454581924548424,0.0934556172174566
93,0.1453698447398972,0.09599573517985203
94,0.1514823471842553,0.09371249993496081
95,0.14483959797330967,0.09453034609117929
96,0.1469700989829269,0.09511577994288767
97,0.1540947321494271,0.0945678387713783
98,0.14513384690858366,0.09351529669674004
99,0.14480576606556064,0.09525769450427855
100,0.14473748025962882,0.09362176989807802
