epoch,training_loss,validation_loss
1,0.5683506975197852,0.45258808416478774
2,0.3590237497536461,0.24672442052294227
3,0.21596652536389224,0.15501922528971643
4,0.17115987325670726,0.12422504812917289
5,0.1578455776125566,0.1145059036967509
6,0.1538928075317751,0.10847615361323251
7,0.15119005810646785,0.10593861476244296
8,0.149654543788212,0.10443159324829193
9,0.1490288117064868,0.10234062669196112
10,0.1475396440142677,0.1022387317422887
11,0.14730576546232504,0.10145597795353216
12,0.14586992583291275,0.09986727527644047
13,0.14586051039976583,0.09949833462425672
14,0.1448590245499348,0.09955852532567566
15,0.14432739725985325,0.09932720233576701
16,0.1441728891174596,0.0996122002697495
17,0.143069080410894,0.09804821713717983
18,0.14331788371753573,0.09813350837896852
19,0.14314243036852145,0.09803404037648922
20,0.14272036388479079,0.09821498602464357
21,0.14396062343939206,0.09909512486226638
22,0.14286447310806216,0.09710064921938978
23,0.14142551469175438,0.09682231987689567
24,0.14121854781432258,0.0981055981849375
25,0.14238000061727107,0.09703100770027102
26,0.14002109100495963,0.09748070920502548
27,0.1405485887313845,0.09753285450929337
28,0.14041069822203844,0.09706779159126146
29,0.1402325852024824,0.09666906351579682
30,0.1409146409285696,0.09749323484515224
31,0.13998585986090184,0.09681837193955503
32,0.14061562860744042,0.09576103707076981
33,0.1396435305924344,0.09685779145836611
34,0.13945531613545908,0.09679128624539932
35,0.14251122563927993,0.09646979489788303
36,0.13995478307842313,0.09669305274523247
37,0.13987976429344418,0.09766242316896644
38,0.1387076103000115,0.09614322085193742
39,0.13856568715924905,0.0961563977857997
40,0.13822894939279795,0.09688013265977669
41,0.1375172745090977,0.09601445941542111
42,0.13811312242408744,0.09659360178801067
43,0.13736165384003393,0.09580039366025149
44,0.13768968380576835,0.09671274814891684
45,0.13744429691244187,0.09756220021997304
46,0.13858915947583086,0.09676007003838416
47,0.13698400648539527,0.09602058781242437
