epoch,training_loss,validation_loss
1,0.6664015830011296,0.5671088891870836
2,0.5217238415154001,0.4736289241734673
3,0.4519969301116198,0.40859486004885504
4,0.39033970124739453,0.3402823328971863
5,0.33190877440579253,0.2931889821501339
6,0.29265689386759786,0.2578365734394859
7,0.26564408622140573,0.22948925232186038
8,0.240512414235519,0.20547361040816586
9,0.2211961072675865,0.18984025383696837
10,0.21009946063646398,0.17762900757438996
11,0.20130342562545211,0.16689471821574603
12,0.1948036441677495,0.15845635805059882
13,0.18678111879897297,0.15192573806818793
14,0.1822323408117868,0.14840011846493273
15,0.18416642881276316,0.14426534491426804
16,0.1802253809414412,0.14003974790958798
17,0.17461930331132167,0.13656712384784922
18,0.1719966433699567,0.13248513849342572
19,0.16879129114754518,0.1306703666553778
20,0.16976471558997505,0.1303361697232022
21,0.1674058592614524,0.12608344020212398
22,0.16424655682759776,0.12378685995936393
23,0.16334179077381478,0.12209219709038735
24,0.1640701783741626,0.12139853247824837
25,0.1613848419640596,0.11933077749084024
26,0.16318471128480477,0.11797921118490837
27,0.1595880878636413,0.11686054472537602
28,0.15894467807503274,0.11628246480489478
29,0.1604842152773288,0.11463847844039693
30,0.16033232406267248,0.11512126523782225
31,0.15767584139840646,0.11275064474081292
32,0.15726221085322978,0.1121809190029607
33,0.15710151445746123,0.11107132187222733
34,0.16078478889656544,0.11358024740920347
35,0.15892610379627772,0.10982305370271206
36,0.15554521856526085,0.109938529287191
37,0.1559986213880374,0.10838348758133019
38,0.15493737211576977,0.1082641032688758
39,0.15546323799698575,0.10704402060193174
40,0.15427402991400027,0.10668961712542702
41,0.15400979417681993,0.10662318884449846
42,0.15208763765511954,0.1060468248803826
43,0.15114966789283849,0.10519924632766668
44,0.152467062934897,0.10441349328440779
45,0.150481803655475,0.10404873017002554
46,0.1493113860207841,0.10355556245674105
47,0.1504944268109879,0.10390761016922838
48,0.15246410436349406,0.1028617135303862
49,0.15210023187194252,0.102584218058516
50,0.15032589110664854,0.10204868250909974
51,0.15017862748681454,0.10248792035614743
52,0.14863058739810958,0.10114447492010453
53,0.14849379281501723,0.10133801565012511
54,0.148625817140541,0.1005633427597144
55,0.14931197077932215,0.10098383349969106
56,0.14926972036672415,0.09976382783668883
57,0.15073497951927042,0.09965459960786735
58,0.15051970205136708,0.1011567387949018
59,0.14996617345284102,0.09913220530485406
60,0.14818446853555234,0.09851889285971137
61,0.14860220940638902,0.09863961512113319
62,0.1478923800539104,0.09966213424854418
63,0.14745713871224483,0.09802393172593678
64,0.14889323031693175,0.09765760526061058
65,0.14825240729894854,0.09753826234270545
66,0.14799164095543382,0.09738621271270163
67,0.1466320255831967,0.0975591633688001
68,0.14710681795849836,0.09886558450320188
69,0.15027457195565216,0.0991551690022735
70,0.14604514874611282,0.09657124112195828
71,0.14612157325398056,0.09632367213421009
72,0.1467550609979713,0.09665213687454953
73,0.14721870076910296,0.0964587974416859
74,0.14651190984368623,0.09587067028178889
75,0.14735591654341323,0.09835930874242502
76,0.146235497841112,0.09626113960848134
77,0.1489787290997822,0.09760390728273813
78,0.14590473192975037,0.09535550067529959
79,0.14573726947080895,0.09546905387850368
80,0.14589771292263404,0.09732852913439274
81,0.1471558316403015,0.09517591573736246
82,0.1436959777708938,0.09613800768685692
83,0.14651722383491675,0.0948022447526455
84,0.1505159748097261,0.09686450609827743
85,0.14504227701359823,0.09488524746368913
86,0.14844049100663728,0.09461836946361205
87,0.14717536208623633,0.09416512576315333
88,0.1461851107596156,0.09438724297591869
89,0.14678520295666275,0.0943460345706519
90,0.14575213320870747,0.09418143967495245
91,0.1454286998917435,0.093810314115356
92,0.14534923774341965,0.09428658077822012
93,0.14452062633103296,0.09407756190527888
94,0.14910137018464262,0.09513416441486162
95,0.14791799501462238,0.09458977444206967
96,0.14609855392896443,0.09491925351321698
97,0.14550288137337916,0.09369724797194495
98,0.1476304510930427,0.09371722493978107
99,0.1452592966755978,0.09442605032202075
100,0.1468272971311458,0.09394321767065456
